source_id,section_id,start_page,end_page,heading_path,segment_ids,candidate_slug,candidate_type,primary_domain,secondary_domains,stage,contexts,summary,key_concepts,key_actions,tools_materials,failure_modes,safety_boundaries,local_adaptation_signals,needs_split,needs_merge,confidence
src.osha.3075.controlling-electrical-hazards,seg_000001,1,2,Controlling Electrical Hazards,seg_000001,osha.controlling-electrical-hazards-overview,concept_note,safety,"",overview,"",This section provides a generic overview of controlling electrical hazards as per OSHA standards. It emphasizes that the publication does not alter compliance responsibilities.,OSHA standards|electrical hazards|compliance responsibilities,"","","","","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000002,3,5,Contents,seg_000002,safety.electrical-hazards-overview,concept_note,safety,"",concept,"",An overview of electrical hazards and the importance of understanding OSHA standards for electrical safety.,electrical hazards|OSHA standards|safety,"","","","","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000002,3,5,Contents,seg_000002,safety.osha-standards-electrical,reference_sheet,safety,"",reference,"",A reference sheet detailing OSHA standards that address electrical safety.,OSHA standards|electrical safety,"","","","","",false,false,0.85
src.osha.3075.controlling-electrical-hazards,seg_000003,6,6,Introduction,seg_000003,safety.electrical-hazards-overview,concept_note,safety,"",introduction,"","This section provides an overview of the importance of electrical safety in the workplace, highlighting the common oversight of electrical hazards.",electrical safety|workplace hazards|importance of electricity,"","",overlooking electrical hazards,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000004,7,7,Why should you be concerned about electrical hazards?,seg_000004,safety.electrical-hazard-awareness,concept_note,safety,"",awareness,"","This section highlights the importance of being aware of electrical hazards in the workplace, citing statistics on fatalities and emphasizing that many incidents are preventable.",electrical hazards|workplace safety|preventable fatalities,"","",electric shock|electrocution|burns|fires|explosions,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000005,8,8,What OSHA standards address electrical safety?,seg_000005,safety.osha-electrical-standards,reference_sheet,safety,"",mapping,"","Overview of OSHA standards addressing electrical safety across various industries, including general industry, construction, marine terminals, longshoring, and shipyards.",OSHA electrical safety standards|NFPA 70|NFPA 70E|29 CFR Part 1910|29 CFR Part 1926|29 CFR Part 1917|29 CFR Part 1918|29 CFR Part 1915,"","","","",State-specific OSHA programs,false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000006,9,9,How do OSHA's standards minimize electrical hazards?,seg_000006,osha.electrical-hazard-minimization,reference_sheet,safety,"",concept,"",OSHA standards require that electrical equipment and systems be designed and installed to minimize workplace electrical hazards. This includes ensuring that exposed or operating elements are safe and certified by approved testing organizations.,OSHA standards|electrical safety|equipment certification,Design and install electrical systems safely|Certify equipment through approved organizations,"",Improper installation|Use of uncertified equipment,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000007,10,10,Electricity: The Basics,seg_000007,safety.electricity-basics,concept_note,safety,"",concept,"","An introduction to the basic principles of electricity, including its properties and the potential hazards associated with electrical systems.",electricity|electrical properties|electrical hazards,"","",electrical shock|short circuit,proper insulation|safe distance from live wires,local electrical codes|regional safety standards,false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000008,10,10,What affects the flow of electricity?,seg_000008,electrical.flow-characteristics,concept_note,electrical,"",concept,"","This section explains the concept of conductors and insulators in the context of electrical flow, highlighting materials that facilitate or impede electricity.",conductors|insulators|electric current|resistance,"","","","","",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000009,10,10,How does water affect the flow of electricity?,seg_000009,safety.electrical-hazards-water,concept_note,safety,"",concept,"","Explains how impurities in water can turn it into a conductor, affecting the flow of electricity and increasing electrical hazards in wet environments.",conductivity|impurities in water|electrical hazards|resistance,exercise caution in wet environments,"",increased conductivity due to moisture,avoid working with electricity in damp conditions,"",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000010,10,11,What causes shocks?,seg_000010,safety.electrical-shock-causes,concept_note,safety,"",concept,"","This section explains the causes of electrical shocks, highlighting how a person's body can become part of an electric circuit, leading to a shock.",electrical shock|closed circuits|conductors,"","",body completing a current path,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000011,11,11,What effect do shocks have on the body?,seg_000011,safety.electrical-shock-effects,reference_sheet,safety,"",concept,"","Describes the effects of electrical shocks on the human body, including factors affecting severity.",electric shock|current flow|severity factors,"","","","","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000012,12,12,Effects of Electric Current in the Human Body,seg_000012,safety.electrical-current-effects,reference_sheet,safety,"",concept,"","A reference sheet detailing the effects of various levels of electric current on the human body, including potential reactions and risks.",electric current|human body reactions|safety thresholds,"","",involuntary muscle contractions|respiratory arrest|cardiac arrest,avoid exposure to high currents|understand let-go thresholds,"",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000013,13,13,What kind of burns can a shock cause?,seg_000013,safety.electrical-burns,concept_note,safety,"",concept,"","Overview of different types of burns caused by electrical shocks, including electrical, arc, and thermal contact burns.",electrical burns|arc burns|thermal contact burns|shock-related injuries,immediate medical attention for electrical burns|prompt treatment for arc burns,"",delayed treatment of burns|ignition of flammable materials,"","",false,false,0.9
